publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Journal of Medical Humanities	1041-3545	1573-3645	01.03.1980	2	1	01.12.2012	33	4	http://link.springer.com/journal/10912		10912		fulltext		Springer US	Serial							
Journal of Medical Systems	0148-5598	1573-689X	01.03.1977	1	1	01.12.2012	36	6	http://link.springer.com/journal/10916		10916		fulltext		Springer US	Serial							
Journal of Medical Toxicology	1556-9039	1937-6995	01.12.2005	1	1	01.12.2012	8	4	http://link.springer.com/journal/13181		13181		fulltext		Springer US	Serial							
Journal of Medical Ultrasonics	1346-4523	1613-2254	01.03.2005	32	1	01.10.2012	39	4	http://link.springer.com/journal/10396		10396		fulltext		Springer Japan	Serial							
Journal of Microbiology	1225-8873	1976-3794	01.02.2008	46	1	01.12.2012	50	6	http://link.springer.com/journal/12275		12275		fulltext		The Microbiological Society of Korea	Serial							
Journal of Mining Science	1062-7391	1573-8736	01.01.1965	1	1	01.11.2012	48	6	http://link.springer.com/journal/10913		10913		fulltext		Pleiades Publishing	Serial							
Journal of Molecular Evolution	0022-2844	1432-1432	01.03.1971	1	1	01.12.2012	75	5	http://link.springer.com/journal/239		239		fulltext		Springer US	Serial							
Journal of Molecular Histology	1567-2379	1567-2387	01.08.1968	1	1	01.12.2012	43	6	http://link.springer.com/journal/10735		10735		fulltext		Springer Netherlands	Serial							
Journal of Molecular Medicine	0946-2716	1432-1440	01.01.1922	1	3	01.12.2012	90	12	http://link.springer.com/journal/109		109		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Molecular Modeling	1610-2940	0948-5023	01.02.1995	1	1	01.12.2012	18	12	http://link.springer.com/journal/894		894		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Molecular Neuroscience	0895-8696	1559-1166	01.03.1989	1	1	01.11.2012	48	3	http://link.springer.com/journal/12031		12031		fulltext		Springer US	Serial							
Journal of Muscle Research and Cell Motility	0142-4319	1573-2657	01.03.1980	1	1	01.12.2012	33	6	http://link.springer.com/journal/10974		10974		fulltext		Springer International Publishing	Serial							
Journal of Nanoparticle Research	1388-0764	1572-896X	01.02.2005	7	1	29.12.2012	15	1	http://link.springer.com/journal/11051		11051		fulltext		Springer Netherlands	Serial							
Journal of Natural Medicines	1340-3443	1861-0293	01.01.2006	60	1	01.10.2012	66	4	http://link.springer.com/journal/11418		11418		fulltext		Springer Japan	Serial							
Journal of Network and Systems Management	1064-7570	1573-7705	01.03.1993	1	1	01.12.2012	20	4	http://link.springer.com/journal/10922		10922		fulltext		Springer US	Serial							
Journal of Neural Transmission	0300-9564	1435-1463	01.02.1950	1	1	01.12.2012	119	12	http://link.springer.com/journal/702		702		fulltext		Springer Vienna	Serial							
Journal of Neural Transmission - Parkinson's Disease and Dementia Section	0936-3076	1435-1463	01.01.1989	1	1	31.12.1995	10	2	http://link.springer.com/journal/722		722		fulltext		Springer-Verlag	Serial							
Journal of Neuro-Oncology	0167-594X	1573-7373	01.03.1983	1	1	01.12.2012	110	3	http://link.springer.com/journal/11060		11060		fulltext		Springer US	Serial							
Journal of NeuroVirology	1355-0284	1538-2443	01.01.2005	11	1	01.12.2012	18	6	http://link.springer.com/journal/13365		13365		fulltext		Springer International Publishing	Serial							
Journal of Neuroimmune Pharmacology	1557-1890	1557-1904	16.02.2006	1	1	01.12.2012	7	4	http://link.springer.com/journal/11481		11481		fulltext		Springer US	Serial							
Journal of Neurology	0340-5354	1432-1459	1891-04-01	1	1	01.12.2012	259	12	http://link.springer.com/journal/415		415		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Nondestructive Evaluation	0195-9298	1573-4862	01.03.1980	1	1	01.12.2012	31	4	http://link.springer.com/journal/10921		10921		fulltext		Springer US	Serial							
Journal of Nonlinear Science	0938-8974	1432-1467	01.02.1991	1	1	01.12.2012	22	6	http://link.springer.com/journal/332		332		fulltext		Springer US	Serial							
Journal of Nonverbal Behavior	0191-5886	1573-3653	01.09.1976	1	1	01.12.2012	36	4	http://link.springer.com/journal/10919		10919		fulltext		Springer US	Serial							
Journal of Nuclear Cardiology	1071-3581	1532-6551	01.01.1994	1	2	01.12.2012	19	6	http://link.springer.com/journal/12350		12350		fulltext		Springer US	Serial							
Journal of Occupational Rehabilitation	1053-0487	1573-3688	01.03.1991	1	1	01.12.2012	22	4	http://link.springer.com/journal/10926		10926		fulltext		Springer US	Serial							
Journal of Oceanography	0916-8370	1573-868X	01.02.1970	26	1	01.12.2012	68	6	http://link.springer.com/journal/10872		10872		fulltext		Springer Japan	Serial							
Journal of Optics	0972-8821	0974-6900	01.03.2005	34	1	01.12.2012	41	4	http://link.springer.com/journal/12596		12596		fulltext		Springer India	Serial							
Journal of Optimization Theory and Applications	0022-3239	1573-2878	01.07.1967	1	1	01.12.2012	155	3	http://link.springer.com/journal/10957		10957		fulltext		Springer US	Serial							
Journal of Ornithology	2193-7192	2193-7206	1853-01-01	1	1	01.10.2012	153	4	http://link.springer.com/journal/10336		10336		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie	1434-5293	1615-6714	01.01.1931	1	1	01.12.2012	73	6	http://link.springer.com/journal/56		56		fulltext		Springer Medizin	Serial							
Journal of Paleolimnology	0921-2728	1573-0417	01.07.1988	1	1	01.12.2012	48	4	http://link.springer.com/journal/10933		10933		fulltext		Springer Netherlands	Serial							
Journal of Pest Science	1612-4758	1612-4766	01.01.1925	1	1	01.12.2012	85	4	http://link.springer.com/journal/10340		10340		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Pharmaceutical Innovation	1872-5120	1939-8042	01.09.2006	1	1	01.12.2012	7	3	http://link.springer.com/journal/12247		12247		fulltext		Springer US	Serial							
Journal of Pharmacokinetics and Pharmacodynamics	1567-567X	1573-8744	01.02.1973	1	1	01.12.2012	39	6	http://link.springer.com/journal/10928		10928		fulltext		Springer US	Serial							
Journal of Phase Equilibria and Diffusion	1547-7037	1863-7345	01.04.1987	8	2	01.12.2012	33	6	http://link.springer.com/journal/11669		11669		fulltext		Springer US	Serial							
Journal of Philosophical Logic	0022-3611	1573-0433	01.02.1972	1	1	01.12.2012	41	6	http://link.springer.com/journal/10992		10992		fulltext		Springer Netherlands	Serial							
Journal of Physiology and Biochemistry	1138-7548	1877-8755	01.03.2005	61	1	01.12.2012	68	4	http://link.springer.com/journal/13105		13105		fulltext		Springer Netherlands	Serial							
Journal of Plant Biology	1226-9239	1867-0725	01.03.2005	48	1	01.12.2012	55	6	http://link.springer.com/journal/12374		12374		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Plant Growth Regulation	0721-7595	1435-8107	01.03.1982	1	1	01.12.2012	31	4	http://link.springer.com/journal/344		344		fulltext		Springer US	Serial							
Journal of Plant Research	0918-9440	1618-0860	01.03.1972	85	1	01.11.2012	125	6	http://link.springer.com/journal/10265		10265		fulltext		Springer Japan	Serial							
Journal of Police and Criminal Psychology	0882-0783	1936-6469	01.03.1985	1	1	01.06.2004	19	2	http://link.springer.com/journal/11896		11896		fulltext		Springer US	Serial							
Journal of Polymer Research	1022-9760	1572-8935	01.01.1994	1	1	30.12.2012	20	1	http://link.springer.com/journal/10965		10965		fulltext		Springer Netherlands	Serial							
Journal of Polymers and the Environment	1566-2543	1572-8900	01.01.1993	1	1	01.12.2012	20	4	http://link.springer.com/journal/10924		10924		fulltext		Springer US	Serial							
Journal of Population Economics	0933-1433	1432-1475	01.06.1988	1	1	01.10.2012	25	4	http://link.springer.com/journal/148		148		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Population Research	1443-2447	1835-9469	01.03.1984	1	2	01.09.2004	21	2	http://link.springer.com/journal/12546		12546		fulltext		Springer Netherlands	Serial							
Journal of Porous Materials	1380-2224	1573-4854	01.03.1995	1	1	01.12.2012	19	6	http://link.springer.com/journal/10934		10934		fulltext		Springer US	Serial							
Journal of Productivity Analysis	0895-562X	1573-0441	01.03.1989	1	1	01.12.2012	38	3	http://link.springer.com/journal/11123		11123		fulltext		Springer US	Serial							
Journal of Psycholinguistic Research	0090-6905	1573-6555	01.03.1971	1	1	01.12.2012	41	6	http://link.springer.com/journal/10936		10936		fulltext		Springer US	Serial							
Journal of Psychopathology and Behavioral Assessment	0882-2689	1573-3505	01.03.1979	1	1	01.12.2012	34	4	http://link.springer.com/journal/10862		10862		fulltext		Springer US	Serial							
Journal of Public Health	2198-1833	1613-2238	01.03.1993	1	1	01.12.2012	20	6	http://link.springer.com/journal/10389		10389		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Quantitative Criminology	0748-4518	1573-7799	01.03.1985	1	1	01.12.2012	28	4	http://link.springer.com/journal/10940		10940		fulltext		Springer US	Serial							
Journal of Radioanalytical and Nuclear Chemistry	0236-5731	1588-2780	01.01.1968	1	1	01.12.2012	294	3	http://link.springer.com/journal/10967		10967		fulltext		Springer Netherlands	Serial							
Journal of Rational-Emotive & Cognitive-Behavior Therapy	0894-9085	1573-6563	01.09.1983	1	1	01.12.2012	30	4	http://link.springer.com/journal/10942		10942		fulltext		Springer US	Serial							
Journal of Real-Time Image Processing	1861-8200	1861-8219	01.03.2006	1	1	01.12.2012	7	4	http://link.springer.com/journal/11554		11554		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Regulatory Economics	0922-680X	1573-0468	01.03.1989	1	1	01.12.2012	42	3	http://link.springer.com/journal/11149		11149		fulltext		Springer US	Serial							
Journal of Religion and Health	0022-4197	1573-6571	01.10.1961	1	1	01.12.2012	51	4	http://link.springer.com/journal/10943		10943		fulltext		Springer US	Serial							
Journal of Risk and Uncertainty	0895-5646	1573-0476	01.03.1988	1	1	01.12.2012	45	3	http://link.springer.com/journal/11166		11166		fulltext		Springer US	Serial							
Journal of Russian Laser Research	1071-2836	1573-8760	01.01.1980	1	1	01.11.2012	33	6	http://link.springer.com/journal/10946		10946		fulltext		Springer US	Serial							
Journal of Scheduling	1094-6136	1099-1425	01.01.2005	8	1	01.12.2012	15	6	http://link.springer.com/journal/10951		10951		fulltext		Springer US	Serial							
Journal of Science Education and Technology	1059-0145	1573-1839	01.03.1992	1	1	01.12.2012	21	6	http://link.springer.com/journal/10956		10956		fulltext		Springer Netherlands	Serial							
Journal of Science Teacher Education	1046-560X	1573-1847	01.03.1989	1	1	01.12.2011	22	8	http://link.springer.com/journal/10972		10972		fulltext		Springer Netherlands	Serial							
Journal of Scientific Computing	0885-7474	1573-7691	01.03.1986	1	1	01.12.2012	53	3	http://link.springer.com/journal/10915		10915		fulltext		Springer US	Serial							
Journal of Seismology	1383-4649	1573-157X	01.01.2005	9	1	01.10.2012	16	4	http://link.springer.com/journal/10950		10950		fulltext		Springer Netherlands	Serial							
Journal of Service Science Research	2093-0720	2093-0739	01.06.2009	1	1	01.12.2012	4	2	http://link.springer.com/journal/12927		12927		fulltext		The Society of Service Science	Serial							
Journal of Signal Processing Systems	1939-8018	1939-8115	01.08.1989	1	1	01.12.2012	69	3	http://link.springer.com/journal/11265		11265		fulltext		Springer US	Serial							
Journal of Soils and Sediments	1439-0108	1614-7480	01.02.2005	5	1	01.12.2012	12	10	http://link.springer.com/journal/11368		11368		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Sol-Gel Science and Technology	0928-0707	1573-4846	01.01.1993	1	1	01.12.2012	64	3	http://link.springer.com/journal/10971		10971		fulltext		Springer US	Serial							
Journal of Solid State Electrochemistry	1432-8488	1433-0768	01.01.2005	9	1	01.12.2012	16	12	http://link.springer.com/journal/10008		10008		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Solution Chemistry	0095-9782	1572-8927	01.07.1972	1	1	01.12.2012	41	12	http://link.springer.com/journal/10953		10953		fulltext		Springer US	Serial							
Journal of Statistical Physics	0022-4715	1572-9613	01.03.1969	1	1	01.12.2012	149	6	http://link.springer.com/journal/10955		10955		fulltext		Springer US	Serial							
Journal of Structural Chemistry	0022-4766	1573-8779	01.05.1960	1	1	01.12.2012	53	1	http://link.springer.com/journal/10947		10947		fulltext		Pleiades Publishing	Serial							
Journal of Structural and Functional Genomics	1345-711X	1570-0267	01.01.2005	5	4	01.12.2011	12	4	http://link.springer.com/journal/10969		10969		fulltext		Springer Netherlands	Serial							
Journal of Superconductivity and Novel Magnetism	1557-1939	1557-1947	01.03.1988	1	1	01.12.2012	25	8	http://link.springer.com/journal/10948		10948		fulltext		Springer US	Serial							
Journal of Surfactants and Detergents	1097-3958	1558-9293	01.01.2005	8	1	01.11.2012	15	6	http://link.springer.com/journal/11743		11743		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Systems Integration	0925-4676	1573-8787	01.01.1991	1	1	31.12.1996		4	http://link.springer.com/journal/10952		10952		fulltext		Kluwer Academic Publishers	Serial							
Journal of Systems Science and Complexity	1009-6124	1559-7067	01.03.2006	19	1	01.12.2012	25	6	http://link.springer.com/journal/11424		11424		fulltext		Academy of Mathematics and Systems Science, Chinese Academy of Sciences	Serial							
Journal of Systems Science and Systems Engineering	1004-3756	1861-9576	01.03.2005	14	1	01.12.2012	21	4	http://link.springer.com/journal/11518		11518		fulltext		Springer Berlin Heidelberg	Serial							
Journal of The American Society for Mass Spectrometry	1044-0305	1879-1123	01.01.2005	16	1	01.12.2012	23	12	http://link.springer.com/journal/13361		13361		fulltext		Springer US	Serial							
Journal of Theoretical Probability	0894-9840	1572-9230	01.01.1988	1	1	01.12.2012	25	4	http://link.springer.com/journal/10959		10959		fulltext		Springer US	Serial							
Journal of Thermal Analysis and Calorimetry	1388-6150	1588-2926	01.03.1969	1	1	01.12.2012	110	3	http://link.springer.com/journal/10973		10973		fulltext		Springer Netherlands	Serial							
Journal of Thermal Science	1003-2169	1993-033X	01.03.1992	1	1	01.12.2012	21	6	http://link.springer.com/journal/11630		11630		fulltext		Science Press	Serial							
Journal of Thermal Spray Technology	1059-9630	1544-1016	01.03.1992	1	1	01.12.2012	21	6	http://link.springer.com/journal/11666		11666		fulltext		Springer US	Serial							
Journal of Thrombosis and Thrombolysis	0929-5305	1573-742X	01.02.1994	1	1	01.11.2012	34	4	http://link.springer.com/journal/11239		11239		fulltext		Springer US	Serial							
Journal of Urban Health	1099-3460	1468-2869	01.03.2005	82	1	01.12.2012	89	6	http://link.springer.com/journal/11524		11524		fulltext		Springer US	Serial							
Journal of Visualization	1343-8875	1875-8975	01.03.2005	8	1	01.11.2012	15	4	http://link.springer.com/journal/12650		12650		fulltext		Springer Berlin Heidelberg	Serial							
Journal of Volcanology and Seismology	0742-0463	1819-7108	01.02.2007	1	1	01.11.2012	6	6	http://link.springer.com/journal/11711		11711		fulltext		Pleiades Publishing	Serial							
Journal of Wood Science	1435-0211	1611-4663	01.02.2005	51	1	01.12.2012	58	6	http://link.springer.com/journal/10086		10086		fulltext		Springer Japan	Serial							
Journal of World Prehistory	0892-7537	1573-7802	01.03.1987	1	1	01.12.2012	25	3	http://link.springer.com/journal/10963		10963		fulltext		Springer US	Serial							
Journal of Youth and Adolescence	0047-2891	1573-6601	01.03.1972	1	1	01.12.2012	41	12	http://link.springer.com/journal/10964		10964		fulltext		Springer US	Serial							
